Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
2023-05-21,60,Cadeira,Sim,Móveis,4,324.0,1296.0,Coimbra,Portugal,Miguel
2023-09-04,35,Computador,Sim,Computadores,4,2668.0,10672.0,Valencia,Espanha,Carlos
2023-11-30,11,Teclado,Sim,Periféricos,7,180.0,1260.0,Los Angeles,Estados Unidos,Bob
2023-05-12,10,Mouse,Sim,Periféricos,3,108.0,324.0,Rio de Janeiro,Brasil,João
2023-10-16,10,Mouse,Sim,Periféricos,5,118.0,590.0,Madrid,Espanha,David
2023-10-07,23,Cabo HDMI,Sim,Periféricos,4,47.2,188.8,Belo Horizonte,Brasil,João
2023-12-22,50,Mesa,Não,Móveis,5,549.0,2745.0,Porto,Portugal,Sofia
2023-06-29,11,Teclado,Não,Periféricos,1,165.0,165.0,Valencia,Espanha,Carlos
2023-07-02,30,Notebook,Sim,Computadores,4,3920.0,15680.0,Lisboa,Portugal,Sofia
2023-10-29,96,Placa de Vídeo,Não,Periféricos,3,2596.0,7788.0,Lisboa,Portugal,André
2023-10-15,60,Cadeira,Sim,Móveis,2,354.0,708.0,Coimbra,Portugal,Miguel
2023-03-30,95,Memória,Não,Armazenamento,3,332.8,998.4,New York,Estados Unidos,John
2023-05-04,80,Licença Office 365,Não,Software,9,378.0,3402.0,Barcelona,Espanha,Carlos
2023-10-12,80,Licença Office 365,Não,Software,9,413.0,3717.0,Los Angeles,Estados Unidos,John
2023-12-23,20,Monitor,Não,Monitores,10,976.0,9760.0,São Paulo,Brasil,Ana
2023-12-09,60,Cadeira,Não,Móveis,6,366.0,2196.0,Madrid,Espanha,David
2024-02-01,70,Licença Windows,Sim,Software,1,918.0,918.0,Belo Horizonte,Brasil,João
2023-03-24,70,Licença Windows,Sim,Software,10,936.0,9360.0,Porto,Portugal,Miguel
2023-12-17,90,HD SSD,Sim,Armazenamento,7,732.0,5124.0,Valencia,Espanha,David
2023-12-12,80,Licença Office 365,Não,Software,9,427.0,3843.0,Porto,Portugal,André
2023-06-07,90,HD SSD,Sim,Armazenamento,1,660.0,660.0,Los Angeles,Estados Unidos,Bob
2023-04-28,10,Mouse,Sim,Periféricos,1,106.0,106.0,Chicago,Estados Unidos,Bob
2023-09-10,10,Mouse,Não,Periféricos,7,116.0,812.0,São Paulo,Brasil,Ana
2023-07-29,20,Monitor,Não,Monitores,2,896.0,1792.0,Porto,Portugal,Sofia
2023-07-19,11,Teclado,Sim,Periféricos,7,168.0,1176.0,Madrid,Espanha,David
2023-05-05,95,Memória,Não,Armazenamento,10,345.6,3456.0,Porto,Portugal,Sofia
2023-09-10,80,Licença Office 365,Não,Software,10,406.0,4060.0,Belo Horizonte,Brasil,Carlos
2024-02-17,90,HD SSD,Sim,Armazenamento,10,612.0,6120.0,Rio de Janeiro,Brasil,João
2024-01-25,11,Teclado,Sim,Periféricos,7,150.0,1050.0,Barcelona,Espanha,María
2024-02-29,80,Licença Office 365,Não,Software,4,357.0,1428.0,Los Angeles,Estados Unidos,John
2023-08-14,20,Monitor,Não,Monitores,9,912.0,8208.0,Los Angeles,Estados Unidos,John
2023-11-04,35,Computador,Não,Computadores,6,2760.0,16560.0,Los Angeles,Estados Unidos,John
2023-10-12,96,Placa de Vídeo,Sim,Periféricos,6,2596.0,15576.0,Rio de Janeiro,Brasil,João
2023-06-10,50,Mesa,Sim,Móveis,8,495.0,3960.0,Coimbra,Portugal,Miguel
2023-10-25,60,Cadeira,Não,Móveis,10,354.0,3540.0,Rio de Janeiro,Brasil,Carlos
2023-09-06,90,HD SSD,Sim,Armazenamento,5,696.0,3480.0,Valencia,Espanha,María
2023-08-04,60,Cadeira,Sim,Móveis,1,342.0,342.0,São Paulo,Brasil,Ana
2023-10-14,50,Mesa,Sim,Móveis,4,531.0,2124.0,Barcelona,Espanha,David
2024-03-09,11,Teclado,Sim,Periféricos,1,156.0,156.0,Lisboa,Portugal,Miguel
2023-08-12,70,Licença Windows,Sim,Software,7,1026.0,7182.0,Madrid,Espanha,Carlos
2024-02-06,70,Licença Windows,Sim,Software,7,918.0,6426.0,Rio de Janeiro,Brasil,Carlos
2024-03-03,96,Placa de Vídeo,Não,Periféricos,4,2288.0,9152.0,Coimbra,Portugal,Sofia
2024-03-11,35,Computador,Sim,Computadores,10,2392.0,23920.0,Madrid,Espanha,María
2023-04-24,90,HD SSD,Sim,Armazenamento,8,636.0,5088.0,Lisboa,Portugal,Miguel
2023-04-04,80,Licença Office 365,Sim,Software,9,371.0,3339.0,Barcelona,Espanha,Carlos
2023-07-17,11,Teclado,Sim,Periféricos,2,168.0,336.0,Coimbra,Portugal,Miguel
2023-10-25,60,Cadeira,Sim,Móveis,1,354.0,354.0,Barcelona,Espanha,Carlos
2023-05-23,80,Licença Office 365,Sim,Software,8,378.0,3024.0,Valencia,Espanha,María
2024-03-17,10,Mouse,Sim,Periféricos,10,104.0,1040.0,Lisboa,Portugal,André
2023-07-17,70,Licença Windows,Não,Software,8,1008.0,8064.0,Valencia,Espanha,Carlos
2023-06-09,20,Monitor,Não,Monitores,7,880.0,6160.0,São Paulo,Brasil,Carlos
2023-06-06,35,Computador,Não,Computadores,3,2530.0,7590.0,Coimbra,Portugal,Sofia
2023-07-02,11,Teclado,Sim,Periféricos,2,168.0,336.0,Lisboa,Portugal,André
2023-09-09,60,Cadeira,Não,Móveis,7,348.0,2436.0,Chicago,Estados Unidos,Alice
2023-06-09,20,Monitor,Sim,Monitores,2,880.0,1760.0,Valencia,Espanha,Carlos
2023-09-14,11,Teclado,Não,Periféricos,4,174.0,696.0,Chicago,Estados Unidos,Alice
2023-06-03,95,Memória,Sim,Armazenamento,3,352.0,1056.0,Los Angeles,Estados Unidos,Bob
2023-10-08,11,Teclado,Sim,Periféricos,9,177.0,1593.0,Los Angeles,Estados Unidos,Alice
2023-09-20,11,Teclado,Sim,Periféricos,4,174.0,696.0,Coimbra,Portugal,André
2023-12-14,60,Cadeira,Não,Móveis,3,366.0,1098.0,Madrid,Espanha,María
2023-06-04,96,Placa de Vídeo,Sim,Periféricos,4,2420.0,9680.0,Rio de Janeiro,Brasil,João
2023-07-20,11,Teclado,Não,Periféricos,4,168.0,672.0,Rio de Janeiro,Brasil,Ana
2023-11-24,80,Licença Office 365,Sim,Software,8,420.0,3360.0,Chicago,Estados Unidos,Bob
2024-01-12,30,Notebook,Sim,Computadores,3,3500.0,10500.0,Belo Horizonte,Brasil,João
2023-10-03,35,Computador,Não,Computadores,5,2714.0,13570.0,Madrid,Espanha,María
2023-12-05,96,Placa de Vídeo,Não,Periféricos,2,2684.0,5368.0,Los Angeles,Estados Unidos,John
2024-02-14,96,Placa de Vídeo,Não,Periféricos,10,2244.0,22440.0,Valencia,Espanha,María
2023-04-30,80,Licença Office 365,Sim,Software,6,371.0,2226.0,Rio de Janeiro,Brasil,Carlos
2023-04-05,20,Monitor,Sim,Monitores,7,848.0,5936.0,Chicago,Estados Unidos,Bob
2023-08-12,60,Cadeira,Sim,Móveis,1,342.0,342.0,Lisboa,Portugal,Miguel
2023-06-23,95,Memória,Não,Armazenamento,3,352.0,1056.0,Madrid,Espanha,María
2023-03-26,23,Cabo HDMI,Sim,Periféricos,2,41.6,83.2,Porto,Portugal,André
2023-11-10,96,Placa de Vídeo,Sim,Periféricos,2,2640.0,5280.0,São Paulo,Brasil,João
2023-06-15,60,Cadeira,Sim,Móveis,4,330.0,1320.0,Barcelona,Espanha,María
2023-07-31,23,Cabo HDMI,Sim,Periféricos,10,44.8,448.0,Coimbra,Portugal,André
2024-01-01,23,Cabo HDMI,Sim,Periféricos,8,40.0,320.0,Rio de Janeiro,Brasil,Ana
2024-01-02,80,Licença Office 365,Sim,Software,10,350.0,3500.0,Lisboa,Portugal,Sofia
2024-02-19,90,HD SSD,Não,Armazenamento,5,612.0,3060.0,Chicago,Estados Unidos,John
2024-02-26,11,Teclado,Não,Periféricos,2,153.0,306.0,Chicago,Estados Unidos,John
2023-04-24,70,Licença Windows,Sim,Software,2,954.0,1908.0,Porto,Portugal,Sofia
2023-10-27,60,Cadeira,Sim,Móveis,9,354.0,3186.0,New York,Estados Unidos,Bob
2024-02-18,95,Memória,Sim,Armazenamento,5,326.4,1632.0,Madrid,Espanha,María
2023-11-17,35,Computador,Não,Computadores,4,2760.0,11040.0,Lisboa,Portugal,Sofia
2024-02-27,10,Mouse,Sim,Periféricos,7,102.0,714.0,São Paulo,Brasil,João
2023-07-16,10,Mouse,Sim,Periféricos,5,112.0,560.0,Lisboa,Portugal,Sofia
2024-01-08,30,Notebook,Sim,Computadores,9,3500.0,31500.0,Coimbra,Portugal,André
2024-01-31,30,Notebook,Não,Computadores,9,3500.0,31500.0,Coimbra,Portugal,Miguel
2023-04-01,11,Teclado,Não,Periféricos,5,159.0,795.0,Chicago,Estados Unidos,Bob
2024-02-20,11,Teclado,Não,Periféricos,7,153.0,1071.0,São Paulo,Brasil,Ana
2023-09-11,96,Placa de Vídeo,Não,Periféricos,3,2552.0,7656.0,Valencia,Espanha,María
2023-10-23,80,Licença Office 365,Sim,Software,10,413.0,4130.0,Los Angeles,Estados Unidos,John
2024-01-21,80,Licença Office 365,Sim,Software,5,350.0,1750.0,Coimbra,Portugal,Miguel
2023-05-17,95,Memória,Sim,Armazenamento,8,345.6,2764.8,Lisboa,Portugal,André
2024-02-11,70,Licença Windows,Sim,Software,2,918.0,1836.0,São Paulo,Brasil,Carlos
2023-10-31,96,Placa de Vídeo,Não,Periféricos,2,2596.0,5192.0,Valencia,Espanha,David
2023-09-07,11,Teclado,Não,Periféricos,7,174.0,1218.0,Barcelona,Espanha,Carlos
2023-06-26,95,Memória,Sim,Armazenamento,7,352.0,2464.0,New York,Estados Unidos,Alice
2023-10-20,30,Notebook,Não,Computadores,2,4130.0,8260.0,Los Angeles,Estados Unidos,Alice
2023-12-25,10,Mouse,Sim,Periféricos,10,122.0,1220.0,Chicago,Estados Unidos,Alice
2023-07-23,96,Placa de Vídeo,Sim,Periféricos,1,2464.0,2464.0,New York,Estados Unidos,Bob
2023-04-28,70,Licença Windows,Sim,Software,2,954.0,1908.0,Barcelona,Espanha,Carlos
2023-06-28,20,Monitor,Sim,Monitores,3,880.0,2640.0,Madrid,Espanha,David
2023-06-15,23,Cabo HDMI,Não,Periféricos,7,44.0,308.0,Chicago,Estados Unidos,Alice
2023-11-17,35,Computador,Não,Computadores,10,2760.0,27600.0,Belo Horizonte,Brasil,Carlos
2023-09-18,60,Cadeira,Não,Móveis,3,348.0,1044.0,Porto,Portugal,Miguel
2024-01-06,80,Licença Office 365,Sim,Software,6,350.0,2100.0,São Paulo,Brasil,João
2023-06-28,23,Cabo HDMI,Sim,Periféricos,7,44.0,308.0,Rio de Janeiro,Brasil,Ana
2023-06-14,60,Cadeira,Sim,Móveis,7,330.0,2310.0,São Paulo,Brasil,Ana
2023-09-10,10,Mouse,Não,Periféricos,4,116.0,464.0,São Paulo,Brasil,João
2023-04-30,23,Cabo HDMI,Sim,Periféricos,2,42.4,84.8,Valencia,Espanha,María
2024-02-27,23,Cabo HDMI,Não,Periféricos,8,40.8,326.4,Porto,Portugal,André
2024-03-04,50,Mesa,Não,Móveis,5,468.0,2340.0,Porto,Portugal,Sofia
2023-05-23,96,Placa de Vídeo,Sim,Periféricos,2,2376.0,4752.0,Los Angeles,Estados Unidos,Bob
2023-04-13,23,Cabo HDMI,Sim,Periféricos,4,42.4,169.6,Valencia,Espanha,Carlos
2023-07-09,23,Cabo HDMI,Sim,Periféricos,6,44.8,268.8,Coimbra,Portugal,Miguel
2023-08-14,70,Licença Windows,Sim,Software,2,1026.0,2052.0,Rio de Janeiro,Brasil,João
2023-06-18,11,Teclado,Sim,Periféricos,1,165.0,165.0,Belo Horizonte,Brasil,Carlos
2023-12-24,10,Mouse,Não,Periféricos,6,122.0,732.0,Chicago,Estados Unidos,Bob
2024-01-13,11,Teclado,Sim,Periféricos,8,150.0,1200.0,Valencia,Espanha,Carlos
2023-11-29,10,Mouse,Não,Periféricos,8,120.0,960.0,Coimbra,Portugal,Sofia
2024-02-28,60,Cadeira,Não,Móveis,10,306.0,3060.0,Chicago,Estados Unidos,Alice
2023-08-11,96,Placa de Vídeo,Sim,Periféricos,4,2508.0,10032.0,Valencia,Espanha,Carlos
2023-04-30,20,Monitor,Não,Monitores,2,848.0,1696.0,Valencia,Espanha,Carlos
2023-07-06,50,Mesa,Sim,Móveis,1,504.0,504.0,Barcelona,Espanha,Carlos
2023-07-22,20,Monitor,Sim,Monitores,1,896.0,896.0,Barcelona,Espanha,Carlos
2024-02-22,70,Licença Windows,Sim,Software,5,918.0,4590.0,Coimbra,Portugal,Sofia
2024-03-15,70,Licença Windows,Sim,Software,5,936.0,4680.0,Barcelona,Espanha,María
2023-09-11,80,Licença Office 365,Sim,Software,4,406.0,1624.0,Barcelona,Espanha,David
2023-11-09,35,Computador,Sim,Computadores,9,2760.0,24840.0,New York,Estados Unidos,Alice
2023-08-22,70,Licença Windows,Sim,Software,9,1026.0,9234.0,Chicago,Estados Unidos,John
2024-02-15,23,Cabo HDMI,Não,Periféricos,4,40.8,163.2,Barcelona,Espanha,María
2023-09-14,20,Monitor,Sim,Monitores,5,928.0,4640.0,Los Angeles,Estados Unidos,Alice
2023-11-27,30,Notebook,Não,Computadores,3,4200.0,12600.0,Porto,Portugal,André
2023-12-22,30,Notebook,Não,Computadores,10,4270.0,42700.0,Coimbra,Portugal,André
2023-12-18,23,Cabo HDMI,Sim,Periféricos,8,48.8,390.4,Rio de Janeiro,Brasil,João
2023-10-21,35,Computador,Não,Computadores,7,2714.0,18998.0,Madrid,Espanha,Carlos
2023-09-06,96,Placa de Vídeo,Sim,Periféricos,7,2552.0,17864.0,Barcelona,Espanha,María
2023-09-22,60,Cadeira,Não,Móveis,3,348.0,1044.0,São Paulo,Brasil,Carlos
2023-11-05,90,HD SSD,Não,Armazenamento,3,720.0,2160.0,Madrid,Espanha,David
2023-09-01,11,Teclado,Não,Periféricos,8,174.0,1392.0,Madrid,Espanha,María
2023-04-21,11,Teclado,Sim,Periféricos,8,159.0,1272.0,Chicago,Estados Unidos,Bob
2023-04-27,60,Cadeira,Sim,Móveis,6,318.0,1908.0,Valencia,Espanha,Carlos
2023-06-09,23,Cabo HDMI,Sim,Periféricos,3,44.0,132.0,Madrid,Espanha,Carlos
2024-03-17,70,Licença Windows,Não,Software,2,936.0,1872.0,Chicago,Estados Unidos,Alice
2023-11-03,80,Licença Office 365,Sim,Software,10,420.0,4200.0,Barcelona,Espanha,María
2023-08-21,70,Licença Windows,Não,Software,8,1026.0,8208.0,Madrid,Espanha,David
2024-02-02,23,Cabo HDMI,Não,Periféricos,4,40.8,163.2,Rio de Janeiro,Brasil,João
2023-09-25,80,Licença Office 365,Não,Software,10,406.0,4060.0,Lisboa,Portugal,André
2024-02-03,60,Cadeira,Não,Móveis,7,306.0,2142.0,Valencia,Espanha,María
2023-04-30,90,HD SSD,Não,Armazenamento,4,636.0,2544.0,Barcelona,Espanha,David
2023-07-21,95,Memória,Não,Armazenamento,1,358.4,358.4,Porto,Portugal,Sofia
2023-07-25,23,Cabo HDMI,Sim,Periféricos,1,44.8,44.8,New York,Estados Unidos,John
2023-05-30,20,Monitor,Não,Monitores,6,864.0,5184.0,São Paulo,Brasil,João
2023-10-11,95,Memória,Não,Armazenamento,3,377.6,1132.8,Chicago,Estados Unidos,John
2023-10-13,20,Monitor,Sim,Monitores,7,944.0,6608.0,Barcelona,Espanha,María
2023-12-09,96,Placa de Vídeo,Não,Periféricos,5,2684.0,13420.0,Coimbra,Portugal,André
2023-08-06,60,Cadeira,Sim,Móveis,6,342.0,2052.0,Chicago,Estados Unidos,Bob
2023-08-26,95,Memória,Sim,Armazenamento,4,364.8,1459.2,Belo Horizonte,Brasil,Ana
2023-06-30,50,Mesa,Não,Móveis,5,495.0,2475.0,Coimbra,Portugal,Sofia
2023-03-27,60,Cadeira,Não,Móveis,2,312.0,624.0,São Paulo,Brasil,João
2023-10-14,50,Mesa,Sim,Móveis,8,531.0,4248.0,Porto,Portugal,Sofia
2023-08-31,90,HD SSD,Sim,Armazenamento,7,684.0,4788.0,New York,Estados Unidos,Bob
2023-07-17,30,Notebook,Não,Computadores,1,3920.0,3920.0,Valencia,Espanha,María
2023-11-19,70,Licença Windows,Sim,Software,9,1080.0,9720.0,Coimbra,Portugal,Miguel
2023-09-27,50,Mesa,Sim,Móveis,1,522.0,522.0,Madrid,Espanha,Carlos
2023-08-12,60,Cadeira,Não,Móveis,8,342.0,2736.0,Chicago,Estados Unidos,Alice
2023-07-08,10,Mouse,Não,Periféricos,8,112.0,896.0,Rio de Janeiro,Brasil,João
2023-05-14,95,Memória,Sim,Armazenamento,10,345.6,3456.0,Coimbra,Portugal,Sofia
2024-02-26,80,Licença Office 365,Sim,Software,6,357.0,2142.0,New York,Estados Unidos,Alice
2023-08-24,30,Notebook,Sim,Computadores,9,3990.0,35910.0,Barcelona,Espanha,María
2023-10-22,10,Mouse,Sim,Periféricos,8,118.0,944.0,Porto,Portugal,André
2023-06-27,70,Licença Windows,Não,Software,4,990.0,3960.0,Rio de Janeiro,Brasil,Ana
2023-10-28,95,Memória,Sim,Armazenamento,4,377.6,1510.4,Madrid,Espanha,David
2023-11-28,70,Licença Windows,Sim,Software,4,1080.0,4320.0,Lisboa,Portugal,André
2023-07-22,90,HD SSD,Não,Armazenamento,7,672.0,4704.0,São Paulo,Brasil,João
2023-10-03,35,Computador,Sim,Computadores,7,2714.0,18998.0,Belo Horizonte,Brasil,João
2023-06-16,10,Mouse,Sim,Periféricos,2,110.0,220.0,Lisboa,Portugal,André
2024-02-02,96,Placa de Vídeo,Não,Periféricos,6,2244.0,13464.0,Coimbra,Portugal,Sofia
2023-10-10,23,Cabo HDMI,Não,Periféricos,9,47.2,424.8,Los Angeles,Estados Unidos,John
2023-05-12,95,Memória,Não,Armazenamento,4,345.6,1382.4,São Paulo,Brasil,Carlos
2024-01-14,30,Notebook,Sim,Computadores,5,3500.0,17500.0,Madrid,Espanha,Carlos
2023-06-15,23,Cabo HDMI,Não,Periféricos,3,44.0,132.0,Rio de Janeiro,Brasil,Ana
2023-09-15,80,Licença Office 365,Não,Software,8,406.0,3248.0,Los Angeles,Estados Unidos,Bob
2023-04-08,20,Monitor,Não,Monitores,5,848.0,4240.0,Chicago,Estados Unidos,Alice
2023-04-06,60,Cadeira,Não,Móveis,8,318.0,2544.0,São Paulo,Brasil,Carlos
2023-06-20,80,Licença Office 365,Sim,Software,5,385.0,1925.0,Porto,Portugal,Sofia
2023-06-13,90,HD SSD,Sim,Armazenamento,5,660.0,3300.0,Los Angeles,Estados Unidos,Bob
2023-11-24,30,Notebook,Não,Computadores,1,4200.0,4200.0,Chicago,Estados Unidos,Alice
2023-12-04,60,Cadeira,Sim,Móveis,1,366.0,366.0,Madrid,Espanha,Carlos
2024-03-12,80,Licença Office 365,Sim,Software,2,364.0,728.0,Belo Horizonte,Brasil,Carlos
2023-03-31,30,Notebook,Não,Computadores,4,3640.0,14560.0,Lisboa,Portugal,Miguel
2024-02-27,50,Mesa,Não,Móveis,7,459.0,3213.0,Barcelona,Espanha,David
2023-10-04,23,Cabo HDMI,Não,Periféricos,10,47.2,472.0,Lisboa,Portugal,Miguel
2024-01-09,80,Licença Office 365,Não,Software,3,350.0,1050.0,Belo Horizonte,Brasil,Ana
2023-06-30,90,HD SSD,Sim,Armazenamento,2,660.0,1320.0,Belo Horizonte,Brasil,Ana
2023-07-01,50,Mesa,Sim,Móveis,2,504.0,1008.0,Porto,Portugal,André
2023-07-05,60,Cadeira,Não,Móveis,5,336.0,1680.0,Belo Horizonte,Brasil,João
2023-07-09,11,Teclado,Sim,Periféricos,7,168.0,1176.0,New York,Estados Unidos,Bob
2023-09-17,10,Mouse,Não,Periféricos,6,116.0,696.0,Rio de Janeiro,Brasil,Carlos
2023-11-14,10,Mouse,Não,Periféricos,2,120.0,240.0,Porto,Portugal,Miguel
2024-03-13,96,Placa de Vídeo,Não,Periféricos,10,2288.0,22880.0,Belo Horizonte,Brasil,Ana
2023-11-08,11,Teclado,Não,Periféricos,9,180.0,1620.0,Chicago,Estados Unidos,Alice
2023-06-04,11,Teclado,Não,Periféricos,5,165.0,825.0,Lisboa,Portugal,Miguel
2023-04-01,10,Mouse,Sim,Periféricos,8,106.0,848.0,New York,Estados Unidos,John
2023-08-24,80,Licença Office 365,Sim,Software,5,399.0,1995.0,Coimbra,Portugal,Miguel
2023-07-26,23,Cabo HDMI,Não,Periféricos,7,44.8,313.6,Madrid,Espanha,María
2023-09-16,23,Cabo HDMI,Não,Periféricos,6,46.4,278.4,New York,Estados Unidos,Bob
2023-06-05,11,Teclado,Sim,Periféricos,9,165.0,1485.0,São Paulo,Brasil,Ana
2023-07-13,23,Cabo HDMI,Sim,Periféricos,9,44.8,403.2,Barcelona,Espanha,David
2023-09-25,96,Placa de Vídeo,Sim,Periféricos,8,2552.0,20416.0,Barcelona,Espanha,David
2023-10-15,96,Placa de Vídeo,Não,Periféricos,7,2596.0,18172.0,Rio de Janeiro,Brasil,João
2023-06-19,96,Placa de Vídeo,Sim,Periféricos,1,2420.0,2420.0,Porto,Portugal,Miguel
2024-02-16,50,Mesa,Não,Móveis,1,459.0,459.0,Madrid,Espanha,María
2023-07-26,11,Teclado,Não,Periféricos,1,168.0,168.0,Barcelona,Espanha,Carlos
2023-11-13,96,Placa de Vídeo,Sim,Periféricos,5,2640.0,13200.0,Madrid,Espanha,María
2023-11-03,96,Placa de Vídeo,Sim,Periféricos,5,2640.0,13200.0,Lisboa,Portugal,Miguel
2023-06-23,23,Cabo HDMI,Não,Periféricos,4,44.0,176.0,Porto,Portugal,Sofia
2023-09-16,50,Mesa,Não,Móveis,10,522.0,5220.0,Coimbra,Portugal,Sofia
2023-04-22,50,Mesa,Não,Móveis,7,477.0,3339.0,Rio de Janeiro,Brasil,João
2023-12-07,96,Placa de Vídeo,Não,Periféricos,7,2684.0,18788.0,Coimbra,Portugal,Miguel
2023-09-29,96,Placa de Vídeo,Sim,Periféricos,10,2552.0,25520.0,Belo Horizonte,Brasil,Carlos
2023-07-17,35,Computador,Não,Computadores,5,2576.0,12880.0,Valencia,Espanha,Carlos
2023-06-10,95,Memória,Não,Armazenamento,3,352.0,1056.0,Belo Horizonte,Brasil,Ana
2023-08-21,35,Computador,Não,Computadores,6,2622.0,15732.0,Valencia,Espanha,David
2023-12-28,30,Notebook,Não,Computadores,3,4270.0,12810.0,Madrid,Espanha,Carlos
2023-10-28,30,Notebook,Não,Computadores,7,4130.0,28910.0,São Paulo,Brasil,João
2023-08-16,30,Notebook,Não,Computadores,1,3990.0,3990.0,Lisboa,Portugal,Sofia
2023-03-20,96,Placa de Vídeo,Não,Periféricos,10,2288.0,22880.0,Coimbra,Portugal,Sofia
2024-02-01,96,Placa de Vídeo,Sim,Periféricos,4,2244.0,8976.0,Chicago,Estados Unidos,John
2024-01-04,96,Placa de Vídeo,Sim,Periféricos,6,2200.0,13200.0,Madrid,Espanha,María
2023-04-02,20,Monitor,Sim,Monitores,10,848.0,8480.0,Barcelona,Espanha,Carlos
2024-01-07,50,Mesa,Não,Móveis,10,450.0,4500.0,Los Angeles,Estados Unidos,Bob
2023-03-20,90,HD SSD,Não,Armazenamento,3,624.0,1872.0,Porto,Portugal,Sofia
2023-06-25,11,Teclado,Sim,Periféricos,8,165.0,1320.0,Chicago,Estados Unidos,Alice
2023-12-10,80,Licença Office 365,Sim,Software,1,427.0,427.0,Lisboa,Portugal,Miguel
2024-02-27,35,Computador,Não,Computadores,2,2346.0,4692.0,Porto,Portugal,André
2024-02-04,90,HD SSD,Não,Armazenamento,5,612.0,3060.0,Madrid,Espanha,María
2024-01-27,23,Cabo HDMI,Não,Periféricos,6,40.0,240.0,Belo Horizonte,Brasil,Carlos
2023-07-17,30,Notebook,Não,Computadores,2,3920.0,7840.0,Los Angeles,Estados Unidos,John
2023-07-23,70,Licença Windows,Sim,Software,2,1008.0,2016.0,Chicago,Estados Unidos,Bob
2023-05-13,80,Licença Office 365,Sim,Software,9,378.0,3402.0,New York,Estados Unidos,Bob
2023-06-11,95,Memória,Sim,Armazenamento,4,352.0,1408.0,Los Angeles,Estados Unidos,Alice
2024-01-28,10,Mouse,Não,Periféricos,10,100.0,1000.0,São Paulo,Brasil,Carlos
2023-04-09,70,Licença Windows,Não,Software,1,954.0,954.0,Los Angeles,Estados Unidos,Alice
2023-11-17,35,Computador,Não,Computadores,8,2760.0,22080.0,Porto,Portugal,Sofia
2023-07-10,80,Licença Office 365,Não,Software,9,392.0,3528.0,Belo Horizonte,Brasil,Ana
2023-11-25,70,Licença Windows,Não,Software,4,1080.0,4320.0,Belo Horizonte,Brasil,João
2023-05-29,80,Licença Office 365,Sim,Software,3,378.0,1134.0,Barcelona,Espanha,Carlos
2024-03-19,10,Mouse,Sim,Periféricos,8,104.0,832.0,São Paulo,Brasil,Ana
2023-07-04,95,Memória,Sim,Armazenamento,2,358.4,716.8,Los Angeles,Estados Unidos,John
2024-01-11,60,Cadeira,Não,Móveis,10,300.0,3000.0,São Paulo,Brasil,João
2023-11-20,90,HD SSD,Não,Armazenamento,6,720.0,4320.0,New York,Estados Unidos,Alice
2023-04-01,70,Licença Windows,Sim,Software,6,954.0,5724.0,Chicago,Estados Unidos,Alice
2023-10-16,80,Licença Office 365,Sim,Software,9,413.0,3717.0,Porto,Portugal,André
2023-09-17,70,Licença Windows,Sim,Software,9,1044.0,9396.0,Belo Horizonte,Brasil,Carlos
2023-12-02,96,Placa de Vídeo,Não,Periféricos,4,2684.0,10736.0,New York,Estados Unidos,Bob
2024-02-24,95,Memória,Sim,Armazenamento,10,326.4,3264.0,New York,Estados Unidos,Alice
2023-08-29,35,Computador,Não,Computadores,5,2622.0,13110.0,São Paulo,Brasil,João
2023-07-16,90,HD SSD,Sim,Armazenamento,6,672.0,4032.0,Chicago,Estados Unidos,Alice
2023-05-03,23,Cabo HDMI,Não,Periféricos,6,43.2,259.2,São Paulo,Brasil,Ana
2023-08-19,35,Computador,Não,Computadores,4,2622.0,10488.0,Madrid,Espanha,David
2023-04-28,50,Mesa,Não,Móveis,2,477.0,954.0,Lisboa,Portugal,Miguel
2024-03-06,70,Licença Windows,Não,Software,1,936.0,936.0,São Paulo,Brasil,João
2023-07-28,11,Teclado,Não,Periféricos,2,168.0,336.0,Coimbra,Portugal,Sofia
2024-01-06,80,Licença Office 365,Não,Software,10,350.0,3500.0,Belo Horizonte,Brasil,João
2023-08-25,35,Computador,Sim,Computadores,1,2622.0,2622.0,New York,Estados Unidos,John
2023-05-20,11,Teclado,Sim,Periféricos,8,162.0,1296.0,Madrid,Espanha,David
2024-02-26,20,Monitor,Não,Monitores,10,816.0,8160.0,Coimbra,Portugal,Miguel
2023-08-10,60,Cadeira,Sim,Móveis,4,342.0,1368.0,Valencia,Espanha,María
2023-10-25,80,Licença Office 365,Não,Software,3,413.0,1239.0,Chicago,Estados Unidos,Alice
2023-04-24,60,Cadeira,Sim,Móveis,3,318.0,954.0,Coimbra,Portugal,Sofia
2023-10-31,50,Mesa,Não,Móveis,2,531.0,1062.0,Porto,Portugal,André
2023-11-23,11,Teclado,Não,Periféricos,1,180.0,180.0,Rio de Janeiro,Brasil,Carlos
2023-09-25,23,Cabo HDMI,Sim,Periféricos,4,46.4,185.6,Los Angeles,Estados Unidos,Alice
2023-11-08,35,Computador,Não,Computadores,2,2760.0,5520.0,Los Angeles,Estados Unidos,Bob
2023-05-06,70,Licença Windows,Não,Software,7,972.0,6804.0,Rio de Janeiro,Brasil,Carlos
