ID Venda,Data da Venda,Código Produto,Nome Produto,Garantia Extendida,Categoria do Produto,Quantidade Vendido,Valor Unitário,Valor Total da Venda,Cidade da Loja,País da Loja,Vendedor
794,2024-01-01,96,Placa de Vídeo,Não,Periféricos,9,2200.0,19800.0,Valencia,Espanha,David
795,2023-06-21,35,Computador,Sim,Computadores,10,2530.0,25300.0,Madrid,Espanha,David
796,2023-06-27,60,Cadeira,Sim,Móveis,7,330.0,2310.0,Madrid,Espanha,Carlos
797,2023-07-05,35,Computador,Não,Computadores,10,2576.0,25760.0,Porto,Portugal,André
798,2023-06-15,20,Monitor,Não,Monitores,2,880.0,1760.0,São Paulo,Brasil,Carlos
799,2023-07-10,11,Teclado,Não,Periféricos,8,168.0,1344.0,Los Angeles,Estados Unidos,John
800,2023-10-08,60,Cadeira,Não,Móveis,1,354.0,354.0,Madrid,Espanha,David
801,2023-08-25,95,Memória,Não,Armazenamento,1,364.8,364.8,Chicago,Estados Unidos,Bob
802,2024-01-20,50,Mesa,Não,Móveis,8,450.0,3600.0,Barcelona,Espanha,David
803,2023-09-16,80,Licença Office 365,Não,Software,10,406.0,4060.0,Madrid,Espanha,David
804,2024-01-26,11,Teclado,Não,Periféricos,10,150.0,1500.0,Porto,Portugal,André
805,2023-09-07,30,Notebook,Sim,Computadores,10,4060.0,40600.0,São Paulo,Brasil,Carlos
806,2023-08-17,96,Placa de Vídeo,Não,Periféricos,8,2508.0,20064.0,São Paulo,Brasil,João
807,2023-07-18,95,Memória,Não,Armazenamento,3,358.4,1075.2,Coimbra,Portugal,André
808,2024-02-19,35,Computador,Sim,Computadores,10,2346.0,23460.0,Madrid,Espanha,David
809,2024-01-06,50,Mesa,Sim,Móveis,3,450.0,1350.0,Valencia,Espanha,Carlos
810,2023-09-27,80,Licença Office 365,Não,Software,8,406.0,3248.0,Valencia,Espanha,María
811,2023-12-11,80,Licença Office 365,Não,Software,9,427.0,3843.0,São Paulo,Brasil,João
812,2023-09-06,11,Teclado,Sim,Periféricos,5,174.0,870.0,Barcelona,Espanha,María
813,2023-11-11,95,Memória,Não,Armazenamento,9,384.0,3456.0,Madrid,Espanha,Carlos
814,2023-05-30,96,Placa de Vídeo,Sim,Periféricos,9,2376.0,21384.0,São Paulo,Brasil,João
815,2023-09-10,95,Memória,Não,Armazenamento,10,371.2,3712.0,Lisboa,Portugal,Sofia
816,2023-09-30,50,Mesa,Não,Móveis,8,522.0,4176.0,Valencia,Espanha,Carlos
817,2023-04-27,23,Cabo HDMI,Sim,Periféricos,2,42.4,84.8,Valencia,Espanha,David
818,2023-09-16,95,Memória,Sim,Armazenamento,3,371.2,1113.6,São Paulo,Brasil,João
819,2023-08-02,95,Memória,Não,Armazenamento,7,364.8,2553.6,Lisboa,Portugal,Sofia
820,2023-09-01,96,Placa de Vídeo,Sim,Periféricos,4,2552.0,10208.0,Rio de Janeiro,Brasil,Ana
821,2023-07-24,50,Mesa,Sim,Móveis,8,504.0,4032.0,Coimbra,Portugal,André
822,2023-11-09,30,Notebook,Sim,Computadores,9,4200.0,37800.0,Chicago,Estados Unidos,John
823,2023-09-28,90,HD SSD,Sim,Armazenamento,8,696.0,5568.0,Lisboa,Portugal,Sofia
824,2023-10-09,50,Mesa,Sim,Móveis,9,531.0,4779.0,Valencia,Espanha,Carlos
825,2023-07-13,30,Notebook,Sim,Computadores,2,3920.0,7840.0,Rio de Janeiro,Brasil,João
826,2024-01-11,60,Cadeira,Não,Móveis,8,300.0,2400.0,Valencia,Espanha,María
827,2023-07-03,90,HD SSD,Não,Armazenamento,5,672.0,3360.0,São Paulo,Brasil,Carlos
828,2023-06-09,96,Placa de Vídeo,Não,Periféricos,7,2420.0,16940.0,Rio de Janeiro,Brasil,João
829,2024-02-07,50,Mesa,Não,Móveis,1,459.0,459.0,Chicago,Estados Unidos,John
830,2023-05-30,23,Cabo HDMI,Sim,Periféricos,1,43.2,43.2,Barcelona,Espanha,María
831,2023-08-31,90,HD SSD,Sim,Armazenamento,10,684.0,6840.0,Chicago,Estados Unidos,Bob
832,2024-03-18,11,Teclado,Não,Periféricos,7,156.0,1092.0,Coimbra,Portugal,Miguel
833,2024-02-06,20,Monitor,Sim,Monitores,1,816.0,816.0,New York,Estados Unidos,Bob
834,2023-10-21,50,Mesa,Não,Móveis,2,531.0,1062.0,Coimbra,Portugal,André
835,2024-01-06,23,Cabo HDMI,Sim,Periféricos,8,40.0,320.0,Chicago,Estados Unidos,Bob
836,2023-08-08,90,HD SSD,Sim,Armazenamento,8,684.0,5472.0,Chicago,Estados Unidos,John
837,2023-08-13,10,Mouse,Não,Periféricos,4,114.0,456.0,São Paulo,Brasil,Ana
838,2024-03-05,80,Licença Office 365,Sim,Software,7,364.0,2548.0,Rio de Janeiro,Brasil,João
839,2024-02-15,80,Licença Office 365,Sim,Software,9,357.0,3213.0,Lisboa,Portugal,Miguel
840,2023-12-01,90,HD SSD,Não,Armazenamento,6,732.0,4392.0,Madrid,Espanha,David
841,2024-03-20,23,Cabo HDMI,Sim,Periféricos,8,41.6,332.8,Chicago,Estados Unidos,John
842,2024-02-01,30,Notebook,Não,Computadores,8,3570.0,28560.0,Barcelona,Espanha,David
843,2024-02-03,50,Mesa,Sim,Móveis,5,459.0,2295.0,New York,Estados Unidos,John
844,2024-02-11,60,Cadeira,Não,Móveis,7,306.0,2142.0,Madrid,Espanha,David
845,2024-01-23,50,Mesa,Não,Móveis,3,450.0,1350.0,Belo Horizonte,Brasil,João
846,2023-04-22,96,Placa de Vídeo,Não,Periféricos,5,2332.0,11660.0,Belo Horizonte,Brasil,Carlos
847,2023-10-28,95,Memória,Não,Armazenamento,3,377.6,1132.8,New York,Estados Unidos,John
848,2023-03-23,90,HD SSD,Não,Armazenamento,6,624.0,3744.0,Lisboa,Portugal,André
849,2023-08-17,90,HD SSD,Não,Armazenamento,5,684.0,3420.0,Coimbra,Portugal,Sofia
850,2023-10-09,20,Monitor,Não,Monitores,5,944.0,4720.0,Porto,Portugal,Miguel
851,2023-08-11,11,Teclado,Não,Periféricos,5,171.0,855.0,Coimbra,Portugal,Miguel
852,2023-03-27,90,HD SSD,Sim,Armazenamento,10,624.0,6240.0,Lisboa,Portugal,Sofia
853,2023-07-20,20,Monitor,Sim,Monitores,9,896.0,8064.0,Rio de Janeiro,Brasil,João
854,2023-08-06,95,Memória,Sim,Armazenamento,1,364.8,364.8,Los Angeles,Estados Unidos,John
855,2023-12-04,20,Monitor,Não,Monitores,7,976.0,6832.0,Lisboa,Portugal,Sofia
856,2023-04-29,23,Cabo HDMI,Sim,Periféricos,7,42.4,296.8,Rio de Janeiro,Brasil,João
857,2024-02-22,35,Computador,Sim,Computadores,9,2346.0,21114.0,Barcelona,Espanha,David
858,2024-03-07,35,Computador,Não,Computadores,9,2392.0,21528.0,Los Angeles,Estados Unidos,Bob
859,2023-09-26,10,Mouse,Não,Periféricos,9,116.0,1044.0,Chicago,Estados Unidos,Alice
860,2023-09-14,11,Teclado,Não,Periféricos,4,174.0,696.0,São Paulo,Brasil,Ana
861,2024-01-23,11,Teclado,Não,Periféricos,7,150.0,1050.0,Porto,Portugal,Sofia
862,2023-06-16,96,Placa de Vídeo,Não,Periféricos,10,2420.0,24200.0,Los Angeles,Estados Unidos,Bob
863,2023-09-17,30,Notebook,Sim,Computadores,9,4060.0,36540.0,Valencia,Espanha,Carlos
864,2023-06-17,11,Teclado,Não,Periféricos,10,165.0,1650.0,Lisboa,Portugal,Sofia
865,2023-04-30,10,Mouse,Sim,Periféricos,8,106.0,848.0,New York,Estados Unidos,Alice
866,2023-06-17,96,Placa de Vídeo,Sim,Periféricos,5,2420.0,12100.0,Valencia,Espanha,María
867,2023-07-19,90,HD SSD,Sim,Armazenamento,7,672.0,4704.0,New York,Estados Unidos,John
868,2023-05-27,80,Licença Office 365,Sim,Software,1,378.0,378.0,Coimbra,Portugal,André
869,2024-02-09,80,Licença Office 365,Não,Software,2,357.0,714.0,Belo Horizonte,Brasil,João
870,2024-01-10,96,Placa de Vídeo,Não,Periféricos,6,2200.0,13200.0,Belo Horizonte,Brasil,Ana
871,2023-11-05,60,Cadeira,Não,Móveis,1,360.0,360.0,Coimbra,Portugal,Sofia
872,2024-02-15,50,Mesa,Não,Móveis,2,459.0,918.0,Los Angeles,Estados Unidos,Alice
873,2023-06-15,50,Mesa,Sim,Móveis,1,495.0,495.0,Belo Horizonte,Brasil,Carlos
874,2023-04-07,80,Licença Office 365,Não,Software,3,371.0,1113.0,Chicago,Estados Unidos,John
875,2023-06-04,70,Licença Windows,Não,Software,5,990.0,4950.0,Coimbra,Portugal,Sofia
876,2023-12-10,60,Cadeira,Sim,Móveis,5,366.0,1830.0,Rio de Janeiro,Brasil,Carlos
877,2023-03-26,11,Teclado,Sim,Periféricos,5,156.0,780.0,Rio de Janeiro,Brasil,João
878,2023-07-06,70,Licença Windows,Não,Software,8,1008.0,8064.0,Valencia,Espanha,Carlos
879,2024-01-30,11,Teclado,Sim,Periféricos,5,150.0,750.0,Barcelona,Espanha,Carlos
880,2023-11-28,23,Cabo HDMI,Sim,Periféricos,6,48.0,288.0,Valencia,Espanha,David
881,2023-06-01,70,Licença Windows,Não,Software,2,990.0,1980.0,Barcelona,Espanha,David
882,2023-08-31,90,HD SSD,Sim,Armazenamento,4,684.0,2736.0,Barcelona,Espanha,Carlos
883,2024-02-17,96,Placa de Vídeo,Sim,Periféricos,5,2244.0,11220.0,Porto,Portugal,Sofia
884,2023-10-01,60,Cadeira,Sim,Móveis,8,354.0,2832.0,São Paulo,Brasil,João
885,2023-06-17,90,HD SSD,Sim,Armazenamento,7,660.0,4620.0,Valencia,Espanha,Carlos
886,2023-09-01,50,Mesa,Não,Móveis,5,522.0,2610.0,Chicago,Estados Unidos,Bob
887,2023-08-09,10,Mouse,Sim,Periféricos,1,114.0,114.0,New York,Estados Unidos,Bob
888,2024-01-11,90,HD SSD,Não,Armazenamento,3,600.0,1800.0,Valencia,Espanha,Carlos
889,2023-09-06,70,Licença Windows,Não,Software,10,1044.0,10440.0,Belo Horizonte,Brasil,Carlos
890,2023-07-24,90,HD SSD,Não,Armazenamento,1,672.0,672.0,Belo Horizonte,Brasil,Carlos
891,2023-09-18,30,Notebook,Sim,Computadores,7,4060.0,28420.0,São Paulo,Brasil,Carlos
892,2023-05-12,35,Computador,Sim,Computadores,1,2484.0,2484.0,Barcelona,Espanha,Carlos
893,2023-06-06,11,Teclado,Sim,Periféricos,3,165.0,495.0,Coimbra,Portugal,André
894,2023-11-22,20,Monitor,Sim,Monitores,5,960.0,4800.0,São Paulo,Brasil,João
895,2023-12-23,10,Mouse,Sim,Periféricos,5,122.0,610.0,Belo Horizonte,Brasil,Ana
896,2023-05-21,95,Memória,Sim,Armazenamento,7,345.6,2419.2,Madrid,Espanha,David
897,2024-02-08,90,HD SSD,Não,Armazenamento,10,612.0,6120.0,Chicago,Estados Unidos,Alice
898,2023-06-13,10,Mouse,Não,Periféricos,5,110.0,550.0,Los Angeles,Estados Unidos,Bob
899,2023-12-14,95,Memória,Não,Armazenamento,1,390.4,390.4,Belo Horizonte,Brasil,João
900,2023-06-19,96,Placa de Vídeo,Sim,Periféricos,7,2420.0,16940.0,Valencia,Espanha,Carlos
901,2023-06-19,90,HD SSD,Sim,Armazenamento,7,660.0,4620.0,Valencia,Espanha,Carlos
902,2023-04-05,80,Licença Office 365,Não,Software,9,371.0,3339.0,Los Angeles,Estados Unidos,Alice
903,2023-11-27,20,Monitor,Não,Monitores,8,960.0,7680.0,New York,Estados Unidos,John
904,2023-05-28,23,Cabo HDMI,Não,Periféricos,3,43.2,129.6,New York,Estados Unidos,Bob
905,2023-07-03,50,Mesa,Não,Móveis,1,504.0,504.0,Barcelona,Espanha,María
906,2023-12-27,90,HD SSD,Sim,Armazenamento,1,732.0,732.0,Chicago,Estados Unidos,Bob
907,2023-08-16,96,Placa de Vídeo,Não,Periféricos,8,2508.0,20064.0,Rio de Janeiro,Brasil,Ana
908,2023-04-01,23,Cabo HDMI,Não,Periféricos,10,42.4,424.0,Los Angeles,Estados Unidos,John
909,2023-11-17,10,Mouse,Não,Periféricos,3,120.0,360.0,Valencia,Espanha,David
910,2023-07-11,11,Teclado,Sim,Periféricos,5,168.0,840.0,Rio de Janeiro,Brasil,Carlos
911,2023-08-24,10,Mouse,Não,Periféricos,6,114.0,684.0,Porto,Portugal,Miguel
912,2023-04-24,95,Memória,Sim,Armazenamento,7,339.2,2374.4,Rio de Janeiro,Brasil,Ana
913,2023-11-14,35,Computador,Não,Computadores,1,2760.0,2760.0,Los Angeles,Estados Unidos,Alice
914,2024-01-19,30,Notebook,Não,Computadores,2,3500.0,7000.0,New York,Estados Unidos,John
915,2023-05-04,30,Notebook,Sim,Computadores,3,3780.0,11340.0,New York,Estados Unidos,Bob
916,2023-09-03,95,Memória,Não,Armazenamento,9,371.2,3340.8,Porto,Portugal,Sofia
917,2023-03-21,20,Monitor,Sim,Monitores,5,832.0,4160.0,Madrid,Espanha,Carlos
918,2023-09-23,60,Cadeira,Não,Móveis,4,348.0,1392.0,São Paulo,Brasil,João
919,2023-05-28,50,Mesa,Não,Móveis,9,486.0,4374.0,Valencia,Espanha,David
920,2023-03-29,90,HD SSD,Não,Armazenamento,7,624.0,4368.0,Belo Horizonte,Brasil,Ana
921,2024-02-21,35,Computador,Não,Computadores,2,2346.0,4692.0,Los Angeles,Estados Unidos,John
922,2023-12-24,11,Teclado,Não,Periféricos,5,183.0,915.0,São Paulo,Brasil,Ana
923,2023-05-06,50,Mesa,Não,Móveis,6,486.0,2916.0,New York,Estados Unidos,Alice
924,2024-01-14,90,HD SSD,Sim,Armazenamento,4,600.0,2400.0,Valencia,Espanha,David
925,2024-01-27,50,Mesa,Não,Móveis,5,450.0,2250.0,New York,Estados Unidos,John
926,2023-06-12,95,Memória,Sim,Armazenamento,7,352.0,2464.0,Porto,Portugal,André
927,2023-04-28,95,Memória,Não,Armazenamento,2,339.2,678.4,Porto,Portugal,Miguel
928,2023-03-22,35,Computador,Não,Computadores,9,2392.0,21528.0,Rio de Janeiro,Brasil,Carlos
929,2023-12-21,20,Monitor,Sim,Monitores,1,976.0,976.0,Belo Horizonte,Brasil,João
930,2023-12-30,80,Licença Office 365,Sim,Software,10,427.0,4270.0,Valencia,Espanha,David
931,2023-09-11,90,HD SSD,Não,Armazenamento,10,696.0,6960.0,Coimbra,Portugal,Sofia
932,2023-11-05,10,Mouse,Não,Periféricos,2,120.0,240.0,Barcelona,Espanha,María
933,2023-08-19,11,Teclado,Não,Periféricos,5,171.0,855.0,Coimbra,Portugal,Sofia
934,2024-01-29,30,Notebook,Não,Computadores,7,3500.0,24500.0,Valencia,Espanha,Carlos
935,2023-06-19,50,Mesa,Sim,Móveis,6,495.0,2970.0,São Paulo,Brasil,João
936,2023-06-11,70,Licença Windows,Não,Software,4,990.0,3960.0,Madrid,Espanha,Carlos
937,2023-10-03,11,Teclado,Não,Periféricos,4,177.0,708.0,Chicago,Estados Unidos,John
938,2023-07-26,96,Placa de Vídeo,Sim,Periféricos,5,2464.0,12320.0,Chicago,Estados Unidos,Alice
939,2023-09-08,23,Cabo HDMI,Sim,Periféricos,7,46.4,324.8,Barcelona,Espanha,Carlos
940,2024-01-24,35,Computador,Não,Computadores,10,2300.0,23000.0,Rio de Janeiro,Brasil,João
941,2024-01-16,10,Mouse,Sim,Periféricos,5,100.0,500.0,Belo Horizonte,Brasil,João
942,2023-06-17,10,Mouse,Não,Periféricos,5,110.0,550.0,Lisboa,Portugal,Sofia
943,2023-05-25,60,Cadeira,Não,Móveis,6,324.0,1944.0,Chicago,Estados Unidos,John
944,2023-06-02,50,Mesa,Sim,Móveis,10,495.0,4950.0,New York,Estados Unidos,Bob
945,2023-04-03,60,Cadeira,Sim,Móveis,7,318.0,2226.0,Barcelona,Espanha,David
946,2023-08-18,10,Mouse,Sim,Periféricos,2,114.0,228.0,Belo Horizonte,Brasil,João
947,2024-03-12,10,Mouse,Sim,Periféricos,9,104.0,936.0,Los Angeles,Estados Unidos,Bob
948,2023-06-21,80,Licença Office 365,Não,Software,3,385.0,1155.0,Chicago,Estados Unidos,John
949,2023-12-20,95,Memória,Não,Armazenamento,8,390.4,3123.2,Porto,Portugal,Miguel
950,2023-08-07,10,Mouse,Sim,Periféricos,10,114.0,1140.0,São Paulo,Brasil,Carlos
951,2023-04-14,95,Memória,Sim,Armazenamento,4,339.2,1356.8,Chicago,Estados Unidos,John
952,2023-07-13,35,Computador,Sim,Computadores,3,2576.0,7728.0,Belo Horizonte,Brasil,Ana
953,2023-12-27,96,Placa de Vídeo,Não,Periféricos,7,2684.0,18788.0,São Paulo,Brasil,João
954,2023-04-14,60,Cadeira,Sim,Móveis,1,318.0,318.0,Valencia,Espanha,Carlos
955,2023-11-05,35,Computador,Sim,Computadores,10,2760.0,27600.0,Barcelona,Espanha,María
956,2023-05-22,23,Cabo HDMI,Sim,Periféricos,9,43.2,388.8,Lisboa,Portugal,Miguel
957,2023-11-29,30,Notebook,Sim,Computadores,2,4200.0,8400.0,Valencia,Espanha,David
958,2023-08-27,96,Placa de Vídeo,Não,Periféricos,8,2508.0,20064.0,Barcelona,Espanha,Carlos
959,2024-02-19,11,Teclado,Não,Periféricos,6,153.0,918.0,Madrid,Espanha,David
960,2023-06-30,50,Mesa,Sim,Móveis,3,495.0,1485.0,Coimbra,Portugal,Miguel
961,2023-05-12,90,HD SSD,Não,Armazenamento,2,648.0,1296.0,Coimbra,Portugal,Miguel
962,2023-06-10,90,HD SSD,Não,Armazenamento,7,660.0,4620.0,Coimbra,Portugal,Sofia
963,2023-06-17,30,Notebook,Sim,Computadores,7,3850.0,26950.0,Los Angeles,Estados Unidos,John
964,2023-10-03,23,Cabo HDMI,Sim,Periféricos,6,47.2,283.2,Porto,Portugal,Miguel
965,2023-11-14,96,Placa de Vídeo,Não,Periféricos,2,2640.0,5280.0,New York,Estados Unidos,Alice
966,2023-12-20,95,Memória,Sim,Armazenamento,9,390.4,3513.6,New York,Estados Unidos,Bob
967,2023-10-08,90,HD SSD,Sim,Armazenamento,7,708.0,4956.0,New York,Estados Unidos,John
968,2024-01-14,23,Cabo HDMI,Sim,Periféricos,8,40.0,320.0,Valencia,Espanha,Carlos
969,2023-05-16,90,HD SSD,Sim,Armazenamento,8,648.0,5184.0,São Paulo,Brasil,João
970,2024-03-14,95,Memória,Não,Armazenamento,3,332.8,998.4,Belo Horizonte,Brasil,Carlos
971,2023-06-16,90,HD SSD,Não,Armazenamento,2,660.0,1320.0,Rio de Janeiro,Brasil,Carlos
972,2023-05-18,11,Teclado,Sim,Periféricos,4,162.0,648.0,Belo Horizonte,Brasil,Ana
973,2023-11-29,30,Notebook,Não,Computadores,8,4200.0,33600.0,Barcelona,Espanha,Carlos
974,2023-08-18,10,Mouse,Sim,Periféricos,2,114.0,228.0,Coimbra,Portugal,Miguel
975,2024-02-19,60,Cadeira,Não,Móveis,10,306.0,3060.0,Belo Horizonte,Brasil,Ana
976,2023-05-01,30,Notebook,Sim,Computadores,7,3780.0,26460.0,Lisboa,Portugal,André
977,2023-04-16,90,HD SSD,Não,Armazenamento,9,636.0,5724.0,Chicago,Estados Unidos,Alice
978,2023-03-27,35,Computador,Sim,Computadores,10,2392.0,23920.0,Belo Horizonte,Brasil,Ana
979,2023-09-15,95,Memória,Sim,Armazenamento,9,371.2,3340.8,Belo Horizonte,Brasil,Carlos
980,2023-05-29,20,Monitor,Sim,Monitores,1,864.0,864.0,São Paulo,Brasil,Ana
981,2023-05-22,90,HD SSD,Não,Armazenamento,6,648.0,3888.0,Valencia,Espanha,David
982,2023-08-06,80,Licença Office 365,Não,Software,1,399.0,399.0,Coimbra,Portugal,André
983,2023-12-10,95,Memória,Sim,Armazenamento,9,390.4,3513.6,São Paulo,Brasil,Carlos
984,2023-08-09,35,Computador,Sim,Computadores,2,2622.0,5244.0,Los Angeles,Estados Unidos,John
985,2023-11-17,50,Mesa,Sim,Móveis,8,540.0,4320.0,Coimbra,Portugal,Sofia
986,2023-05-27,20,Monitor,Não,Monitores,4,864.0,3456.0,Chicago,Estados Unidos,John
987,2023-05-11,60,Cadeira,Sim,Móveis,8,324.0,2592.0,Belo Horizonte,Brasil,Ana
988,2024-01-31,50,Mesa,Não,Móveis,7,450.0,3150.0,Rio de Janeiro,Brasil,Ana
989,2024-01-21,10,Mouse,Não,Periféricos,1,100.0,100.0,New York,Estados Unidos,John
990,2023-06-29,95,Memória,Sim,Armazenamento,9,352.0,3168.0,Los Angeles,Estados Unidos,Bob
991,2023-07-21,11,Teclado,Sim,Periféricos,3,168.0,504.0,Lisboa,Portugal,Miguel
992,2023-07-02,35,Computador,Não,Computadores,7,2576.0,18032.0,Coimbra,Portugal,Miguel
993,2023-09-16,70,Licença Windows,Não,Software,7,1044.0,7308.0,Chicago,Estados Unidos,Bob
994,2023-10-27,20,Monitor,Não,Monitores,1,944.0,944.0,Barcelona,Espanha,Carlos
995,2023-12-06,11,Teclado,Não,Periféricos,9,183.0,1647.0,New York,Estados Unidos,Bob
996,2023-10-15,70,Licença Windows,Não,Software,7,1062.0,7434.0,Barcelona,Espanha,David
997,2023-07-28,11,Teclado,Sim,Periféricos,8,168.0,1344.0,Madrid,Espanha,María
998,2024-01-29,70,Licença Windows,Sim,Software,3,900.0,2700.0,Valencia,Espanha,Carlos
999,2023-05-23,11,Teclado,Não,Periféricos,4,162.0,648.0,Madrid,Espanha,Carlos
1000,2023-06-28,23,Cabo HDMI,Sim,Periféricos,3,44.0,132.0,Madrid,Espanha,Carlos
1001,2023-09-06,90,HD SSD,Sim,Armazenamento,6,696.0,4176.0,Belo Horizonte,Brasil,João
1002,2023-08-23,96,Placa de Vídeo,Não,Periféricos,6,2508.0,15048.0,Valencia,Espanha,María
1003,2023-05-19,20,Monitor,Não,Monitores,2,864.0,1728.0,São Paulo,Brasil,Ana
1004,2024-03-12,95,Memória,Sim,Armazenamento,10,332.8,3328.0,Los Angeles,Estados Unidos,Bob
1005,2023-04-18,35,Computador,Sim,Computadores,5,2438.0,12190.0,Los Angeles,Estados Unidos,John
1006,2024-01-14,30,Notebook,Não,Computadores,7,3500.0,24500.0,Lisboa,Portugal,Sofia
1007,2023-04-21,11,Teclado,Sim,Periféricos,8,159.0,1272.0,Lisboa,Portugal,André
1008,2024-03-07,90,HD SSD,Não,Armazenamento,9,624.0,5616.0,Valencia,Espanha,María
1009,2024-01-01,23,Cabo HDMI,Sim,Periféricos,6,40.0,240.0,Chicago,Estados Unidos,John
1010,2023-10-29,11,Teclado,Não,Periféricos,1,177.0,177.0,Belo Horizonte,Brasil,Ana
1011,2023-08-17,23,Cabo HDMI,Não,Periféricos,6,45.6,273.6,Coimbra,Portugal,Miguel
1012,2023-10-16,96,Placa de Vídeo,Sim,Periféricos,6,2596.0,15576.0,Lisboa,Portugal,André
1013,2023-04-13,96,Placa de Vídeo,Não,Periféricos,6,2332.0,13992.0,Madrid,Espanha,María
1014,2023-04-01,60,Cadeira,Não,Móveis,5,318.0,1590.0,Madrid,Espanha,María
1015,2023-09-08,35,Computador,Sim,Computadores,8,2668.0,21344.0,Coimbra,Portugal,Miguel
1016,2023-05-23,30,Notebook,Sim,Computadores,10,3780.0,37800.0,São Paulo,Brasil,Ana
1017,2023-09-19,10,Mouse,Sim,Periféricos,9,116.0,1044.0,Barcelona,Espanha,Carlos
1018,2023-07-20,50,Mesa,Sim,Móveis,2,504.0,1008.0,Valencia,Espanha,David
1019,2023-05-21,11,Teclado,Não,Periféricos,6,162.0,972.0,Los Angeles,Estados Unidos,Bob
1020,2024-01-03,95,Memória,Sim,Armazenamento,7,320.0,2240.0,Chicago,Estados Unidos,Alice
1021,2023-05-10,20,Monitor,Não,Monitores,10,864.0,8640.0,Valencia,Espanha,Carlos
1022,2023-06-01,11,Teclado,Não,Periféricos,6,165.0,990.0,Belo Horizonte,Brasil,Ana
1023,2024-01-11,30,Notebook,Sim,Computadores,4,3500.0,14000.0,Coimbra,Portugal,André
1024,2023-11-11,20,Monitor,Sim,Monitores,8,960.0,7680.0,Los Angeles,Estados Unidos,Alice
1025,2023-04-02,70,Licença Windows,Não,Software,2,954.0,1908.0,Valencia,Espanha,Carlos
1026,2023-11-28,10,Mouse,Não,Periféricos,1,120.0,120.0,New York,Estados Unidos,John
1027,2023-08-05,10,Mouse,Sim,Periféricos,7,114.0,798.0,Barcelona,Espanha,María
1028,2023-07-20,11,Teclado,Não,Periféricos,4,168.0,672.0,Valencia,Espanha,María
1029,2024-01-06,60,Cadeira,Não,Móveis,10,300.0,3000.0,Lisboa,Portugal,Miguel
1030,2024-01-05,35,Computador,Não,Computadores,3,2300.0,6900.0,Valencia,Espanha,Carlos
1031,2023-11-04,10,Mouse,Sim,Periféricos,2,120.0,240.0,New York,Estados Unidos,John
1032,2024-01-10,90,HD SSD,Não,Armazenamento,7,600.0,4200.0,Lisboa,Portugal,Sofia
1033,2023-05-15,35,Computador,Não,Computadores,3,2484.0,7452.0,São Paulo,Brasil,João
1034,2023-04-30,70,Licença Windows,Sim,Software,1,954.0,954.0,Barcelona,Espanha,María
1035,2023-09-05,20,Monitor,Não,Monitores,3,928.0,2784.0,Valencia,Espanha,Carlos
1036,2023-07-15,10,Mouse,Sim,Periféricos,4,112.0,448.0,New York,Estados Unidos,John
1037,2023-11-08,60,Cadeira,Não,Móveis,9,360.0,3240.0,New York,Estados Unidos,Alice
1038,2023-06-20,50,Mesa,Sim,Móveis,8,495.0,3960.0,Valencia,Espanha,Carlos
1039,2023-05-31,23,Cabo HDMI,Sim,Periféricos,10,43.2,432.0,Belo Horizonte,Brasil,Ana
1040,2023-04-19,30,Notebook,Não,Computadores,1,3710.0,3710.0,Belo Horizonte,Brasil,Ana
1041,2023-07-05,35,Computador,Não,Computadores,6,2576.0,15456.0,Lisboa,Portugal,Miguel
1042,2023-07-16,20,Monitor,Não,Monitores,6,896.0,5376.0,Belo Horizonte,Brasil,Carlos
1043,2023-06-18,20,Monitor,Não,Monitores,4,880.0,3520.0,Madrid,Espanha,María
1044,2023-11-04,20,Monitor,Sim,Monitores,4,960.0,3840.0,Los Angeles,Estados Unidos,Alice
1045,2023-06-01,35,Computador,Não,Computadores,5,2530.0,12650.0,São Paulo,Brasil,Ana
1046,2024-02-15,30,Notebook,Sim,Computadores,6,3570.0,21420.0,Valencia,Espanha,Carlos
1047,2023-04-21,60,Cadeira,Não,Móveis,6,318.0,1908.0,Madrid,Espanha,David
1048,2023-07-14,30,Notebook,Não,Computadores,10,3920.0,39200.0,Porto,Portugal,André
1049,2024-03-20,95,Memória,Não,Armazenamento,10,332.8,3328.0,São Paulo,Brasil,Carlos
1050,2023-08-12,90,HD SSD,Não,Armazenamento,3,684.0,2052.0,Barcelona,Espanha,María
1051,2023-11-09,35,Computador,Sim,Computadores,2,2760.0,5520.0,Chicago,Estados Unidos,Bob
1052,2023-06-29,60,Cadeira,Sim,Móveis,9,330.0,2970.0,Porto,Portugal,Sofia
1053,2023-09-15,50,Mesa,Não,Móveis,9,522.0,4698.0,Rio de Janeiro,Brasil,Ana
1054,2023-09-29,60,Cadeira,Não,Móveis,7,348.0,2436.0,São Paulo,Brasil,Ana
1055,2024-03-03,50,Mesa,Não,Móveis,7,468.0,3276.0,New York,Estados Unidos,Alice
1056,2023-12-05,20,Monitor,Não,Monitores,10,976.0,9760.0,Belo Horizonte,Brasil,Carlos
1057,2024-01-17,95,Memória,Sim,Armazenamento,3,320.0,960.0,Barcelona,Espanha,María
1058,2023-08-18,96,Placa de Vídeo,Sim,Periféricos,1,2508.0,2508.0,New York,Estados Unidos,Bob
1059,2024-03-11,50,Mesa,Sim,Móveis,10,468.0,4680.0,Porto,Portugal,André
